input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,final_url,cdn_name,cdn,csp_domains_
admin.larksuite.com,Lark Admin Console,200,5053,www.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,www.larksuite.com,443,https://admin.larksuite.com:443,https,nginx,text/html,GET,163.181.92.236,/,1494302000,163.181.92.233,27,False,React,https://www.larksuite.com/admin/,,,
adstudioapi.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://adstudioapi.applink.larksuite.com:443,https,nginx,text/html,GET,2.16.202.84,/,1494302000,2.16.202.65,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Fadstudioapi.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
advancegroup.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://advancegroup.larksuite.com:443,https,nginx,text/html,GET,2.19.198.176,/,1494302000,2.19.198.155,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Fadvancegroup.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
aft-consolidation-eu.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://aft-consolidation-eu.applink.larksuite.com:443,https,nginx,text/html,GET,23.32.238.58,/,1494302000,23.32.238.51,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Faft-consolidation-eu.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
ak-17.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://ak-17.applink.larksuite.com:443,https,nginx,text/html,GET,2.16.202.84,/,1494302000,2.16.202.65,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Fak-17.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
alertspe.libra.byteoversea.com,404 Not Found,404,146,alertspe.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,alertspe.libra.byteoversea.com,443,https://alertspe.libra.byteoversea.com:443,https,nginx,text/html,GET,2.19.198.170,/,1494302000,2.19.198.178,8,False,Nginx,,,,
alfaromeo-concorde-2.libra.byteoversea.com,404 Not Found,404,146,alfaromeo-concorde-2.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,alfaromeo-concorde-2.libra.byteoversea.com,443,https://alfaromeo-concorde-2.libra.byteoversea.com:443,https,nginx,text/html,GET,23.32.238.82,/,1494302000,23.32.238.72,8,False,Nginx,,,,
alientouchx.larksuite.com,Docs - 页面访问人数过多,200,38680,alientouchx.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,alientouchx.larksuite.com,443,https://alientouchx.larksuite.com:443,https,nginx,text/html,GET,2.19.126.146,/,1494302000,2.19.126.148,1,False,Nginx,https://alientouchx.larksuite.com/drive/home/,,,
alorica.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://alorica.larksuite.com:443,https,nginx,text/html,GET,2.19.198.176,/,1494302000,2.19.198.155,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Falorica.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
alpha-prod-api-webconfaccept-domain.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://alpha-prod-api-webconfaccept-domain.applink.larksuite.com:443,https,nginx,text/html,GET,2.19.198.176,/,1494302000,2.19.198.155,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Falpha-prod-api-webconfaccept-domain.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
alpha5.libra.byteoversea.com,404 Not Found,404,146,alpha5.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,alpha5.libra.byteoversea.com,443,https://alpha5.libra.byteoversea.com:443,https,nginx,text/html,GET,23.32.238.82,/,1494302000,23.32.238.72,8,False,Nginx,,,,
alphapanda.larksuite.com,Docs - 页面访问人数过多,200,38680,alphapanda.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,alphapanda.larksuite.com,443,https://alphapanda.larksuite.com:443,https,nginx,text/html,GET,2.16.241.17,/,1494302000,2.16.241.12,1,False,Nginx,https://alphapanda.larksuite.com/drive/home/,,,
ammp.byteoversea.com,502 Bad Gateway,502,150,ammp.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,CN=*.byteoversea.com,*.byteoversea.com,,byteoversea.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,e2176452618c0c8762f849368941a68b,69d4a03d3ac0642d02fe95b67f2c8744d3a13f37136e352db941f1f33d2d67d4,True,ctls,ammp.byteoversea.com,443,https://ammp.byteoversea.com:443,https,nginx,text/html,GET,95.101.54.227,/,-803400545,2.16.202.86,8,False,Nginx,https://ammp.byteoversea.com/group/mmp/,,,
amp-fn1-ph03.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://amp-fn1-ph03.applink.larksuite.com:443,https,nginx,text/html,GET,2.19.198.155,/,1494302000,2.19.198.176,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Famp-fn1-ph03.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
ananishn.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://ananishn.applink.larksuite.com:443,https,nginx,text/html,GET,2.19.198.176,/,1494302000,2.19.198.155,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Fananishn.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
anycross-sg.larksuite.com,"Lark AnyCross - Connect your systems
Empower your business",200,14214,anycross-sg.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,anycross-sg.larksuite.com,443,https://anycross-sg.larksuite.com:443,https,nginx,text/html,GET,2.23.7.18,/,-1468101734,2.23.7.43,3,False,React,,,,
aoeu1aoue.libra.byteoversea.com,404 Not Found,404,146,aoeu1aoue.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,aoeu1aoue.libra.byteoversea.com,443,https://aoeu1aoue.libra.byteoversea.com:443,https,nginx,text/html,GET,95.101.54.232,/,1494302000,2.16.202.59,8,False,Nginx,,,,
aotsmwl10.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://aotsmwl10.applink.larksuite.com:443,https,nginx,text/html,GET,2.16.202.65,/,1494302000,2.16.202.84,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Faotsmwl10.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
apex-metrics.applink.larksuite.com,,200,89194,login.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,login.larksuite.com,443,https://apex-metrics.applink.larksuite.com:443,https,nginx,text/html,GET,2.19.198.155,/,1494302000,2.19.198.176,85,False,Nginx,https://login.larksuite.com/accounts/page/login?app_id=2&query_scope=all&redirect_uri=https%3A%2F%2Fapex-metrics.applink.larksuite.com%2Fdrive%2Fhome%2F%3Flogin_redirect_times%3D1,,,
apexpoi.libra.byteoversea.com,404 Not Found,404,146,apexpoi.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,apexpoi.libra.byteoversea.com,443,https://apexpoi.libra.byteoversea.com:443,https,nginx,text/html,GET,2.19.198.170,/,1494302000,2.19.198.178,8,False,Nginx,,,,
api-dev-directvcommercial.libra.byteoversea.com,404 Not Found,404,146,api-dev-directvcommercial.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,api-dev-directvcommercial.libra.byteoversea.com,443,https://api-dev-directvcommercial.libra.byteoversea.com:443,https,nginx,text/html,GET,23.32.238.82,/,1494302000,23.32.238.72,8,False,Nginx,,,,
api-glb-aps1b.applink.larksuite.com,Docs - 页面访问人数过多,200,38680,api-glb-aps1b.applink.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,api-glb-aps1b.applink.larksuite.com,443,https://api-glb-aps1b.applink.larksuite.com:443,https,nginx,text/html,GET,2.16.202.65,/,1494302000,2.16.202.84,1,False,Nginx,https://api-glb-aps1b.applink.larksuite.com/drive/home/,,,
api-jp.larksuite.com,404 Not Found,404,146,api-jp.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,api-jp.larksuite.com,443,https://api-jp.larksuite.com:443,https,nginx,text/html,GET,95.101.111.174,/,1494302000,95.101.111.136,8,False,Nginx,,,,
api-news-ci.libra.byteoversea.com,404 Not Found,404,146,api-news-ci.libra.byteoversea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,CN=*.libra.byteoversea.com,*.libra.byteoversea.com,,libra.byteoversea.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,f854492783b069d47c75d0d1f4145a81,720f5d4d25d6ce1f6de4b632cb1b731ee97b934a9064581dfda203f0800a6f80,True,ctls,api-news-ci.libra.byteoversea.com,443,https://api-news-ci.libra.byteoversea.com:443,https,nginx,text/html,GET,2.19.198.178,/,1494302000,2.19.198.170,8,False,Nginx,,,,
api.com.edgesuite.net,Invalid URL,400,209,api.com.edgesuite.net,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,api.com.edgesuite.net,443,https://api.com.edgesuite.net:443,https,AkamaiGHost,text/html,GET,2.16.238.21,/,1739750941,2a02:26f0:1700:6::17d5:a190,8,False,,,,,
api.edgesuite.net,Invalid URL,400,208,api.edgesuite.net,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,api.edgesuite.net,443,https://api.edgesuite.net:443,https,AkamaiGHost,text/html,GET,23.53.42.10,/,-1468785655,2a02:26f0:3500:12::1730:17b0,8,False,,,,,
api16-eeftva-gateway.larksuite.com,404 Not Found,404,146,api16-eeftva-gateway.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,api16-eeftva-gateway.larksuite.com,443,https://api16-eeftva-gateway.larksuite.com:443,https,nginx,text/html,GET,95.101.111.136,/,1494302000,95.101.111.174,8,False,Nginx,,,,
api16-eeftva-imfile.larksuite.com,,404,18,api16-eeftva-imfile.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,9308924acb9a11e6c488c5cbb8065583,d314c7cdf4f4d2fba3313816f9b66fb689a76a35771c9a3ed9b30cb3158c5048,True,ctls,api16-eeftva-imfile.larksuite.com,443,https://api16-eeftva-imfile.larksuite.com:443,https,nginx,text/plain,GET,2.16.202.58,/,-429073533,2.16.202.67,1,False,Nginx,,,,
api16-jpsaas-docs-jp.larksuite.com,404 Not Found,404,146,api16-jpsaas-docs-jp.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,api16-jpsaas-docs-jp.larksuite.com,443,https://api16-jpsaas-docs-jp.larksuite.com:443,https,nginx,text/html,GET,104.126.37.136,/,1494302000,104.126.37.169,8,False,Nginx,,,,
api16-jpsaas-gateway-jp.larksuite.com,404 Not Found,404,146,api16-jpsaas-gateway-jp.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,api16-jpsaas-gateway-jp.larksuite.com,443,https://api16-jpsaas-gateway-jp.larksuite.com:443,https,nginx,text/html,GET,104.126.37.169,/,1494302000,104.126.37.136,8,False,Nginx,,,,
api22-jpsaas-docs-jp.larksuite.com,404 Not Found,404,146,api22-jpsaas-docs-jp.larksuite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-13T02:50:04Z,2023-11-14T02:50:03Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,490c034192353111ffb7c408f42aeffc,6cee7b3731f89bbd4f3bb78ae25d41e557fab8cfa5ca8c7b7a7c847b9ef0b206,True,ctls,api22-jpsaas-docs-jp.larksuite.com,443,https://api22-jpsaas-docs-jp.larksuite.com:443,https,nginx,text/html,GET,34.120.165.101,/,1494302000,34.120.165.101,8,False,Nginx,,google,True,
api22-jpsaas-drive-jp.larksuite.com,404 Not Found,404,146,api22-jpsaas-drive-jp.larksuite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-13T02:50:04Z,2023-11-14T02:50:03Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,490c034192353111ffb7c408f42aeffc,6cee7b3731f89bbd4f3bb78ae25d41e557fab8cfa5ca8c7b7a7c847b9ef0b206,True,ctls,api22-jpsaas-drive-jp.larksuite.com,443,https://api22-jpsaas-drive-jp.larksuite.com:443,https,nginx,text/html,GET,34.120.165.101,/,1494302000,34.120.165.101,8,False,Nginx,,google,True,
app-jp.larksuite.com,"Lark App Directory - Explore our solutions, inspire your business",200,6111,app-jp.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,app-jp.larksuite.com,443,https://app-jp.larksuite.com:443,https,nginx,text/html,GET,95.101.111.174,/,-437990692,95.101.111.136,65,False,Nginx,,,,
app-sg.larksuite.com,"Lark App Directory - Explore our solutions, inspire your business",200,6111,app-sg.larksuite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.larksuite.com,*.larksuite.com,,larksuite.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,6e266bf17f15936a66654294a112c32d,df147a2f903e8129b9341ea827490ba29aedc2ad531566b7d1328ce278624496,True,ctls,app-sg.larksuite.com,443,https://app-sg.larksuite.com:443,https,nginx,text/html,GET,104.126.37.136,/,1701974106,2a02:26f0:1700:11::b856:6793,65,False,Nginx,,,,
